AAER DATABASE IDENTIFIER,COMPUSTAT IDENTIFIER,ID,CONAME_x,CIK_x,YEARA,FYR,DATE,P_AAER_x,UNDERSTATEMENT,YEAR,CONAME_y,CIK_y,QUARTER,ANNUAL,REASON,EXPLANATION,AUDIT,BRIBES,DISCLOSURE,NODATES,OTHER,REV,REC,COGS,INV,RES,DEBT,MKT_SEC,INC_EXP_SE,ASSET,PAY,LIAB,FIGURE,P_AAER_y,AAER1,AAER2,AAER3,AAER4,AAER5,AAER6,AAER7,AAER8,AAER9,AAER10,AAER11,AAER12,AAER13,AAER14,AAER15,AAER16,AAER17,AAER18,AAER19,AAER20,AAER21,AAER22,AAER23,AAER24,AAER25,AAER26,AAER27,AAER28,AAER29,AAER30,AAER31,AAER32,AAER33,AAER34,AAER35,AAER36,AAER37,AAER38,AAER39,AAER40,AAER41,AAER42,AAER43,AAER44,AAER45,AAER46,AAER47,AAER48,AAER49,TotalAAER
"Cali Computer Systems, Inc.",CALI COMPUTER SYSTEMS INC,212,"Cali Computer Systems, Inc.",719613,1984,5,5/31/85,190,0,1985,"Cali Computer Systems, Inc.",719613,1,1,,improperly recognized contract revenues and deferred R&D expense,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,190,193,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"California Amplifier, Inc.",CALAMP CORP,213,"California Amplifier, Inc.",730255,1999,2,2/29/00,1995,0,2000,"California Amplifier, Inc.",730255,1,1,,Controller committed fraud by hiding expenses through fabrication of financial statements which caused overstatement of income,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1995,1996,1995,2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Cambridge Biotech Corporation (Now Aquila Biopharmaceuticals Inc.),AQUILA BIOPHARM INC,217,Cambridge Biotech Corporation (Now Aquila Biopharmaceuticals Inc.),704292,1991,12,12/31/91,843,0,1991,Cambridge Biotech Corporation (Now Aquila Biopharmaceuticals Inc.),704292,1,1,,fictitious sales,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,843,924,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Cambridge Biotech Corporation (Now Aquila Biopharmaceuticals Inc.),AQUILA BIOPHARM INC,217,Cambridge Biotech Corporation (Now Aquila Biopharmaceuticals Inc.),704292,1992,12,12/31/92,843,0,1992,Cambridge Biotech Corporation (Now Aquila Biopharmaceuticals Inc.),704292,1,1,,fictitious sales,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,843,924,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Madison Group Associates, Inc.",MADISON GROUP ASSOC INC,729,"Madison Group Associates, Inc.",16926,1992,9,9/30/92,1106,0,1992,"Madison Group Associates, Inc.",16926,1,1,,valued the media assets based on unrealistic appraisals; improper accounting for the mortgage notes receivable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1106,1108,1107,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Madison Group Associates, Inc.",MADISON GROUP ASSOC INC,729,"Madison Group Associates, Inc.",16926,1993,9,9/30/93,1106,0,1993,"Madison Group Associates, Inc.",16926,1,1,,valued the media assets based on unrealistic appraisals; improper accounting for the mortgage notes receivable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1106,1108,1107,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Pathe Communications Corp.,PATHE COMMUNICATIONS CP,904,Pathe Communications Corp.,720695,1989,12,12/31/89,745,0,1989,Pathe Communications Corp.,720695,1,1,,improperly recognized gains from sell and lease back transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,745,746,745,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"CARDINAL HEALTH, INC",CARDINAL HEALTH INC,226,"CARDINAL HEALTH, INC",721371,2001,6,6/30/01,2654,0,2001,"CARDINAL HEALTH, INC",721371,1,1,,"overstated its operating revenue and earnings by misclassifying over $5 billion of bulk inventory sales as operating revenue; selectively accelerating, without
disclosure, the payment of vendor invoices,  improperly adjusting reserve accounts etc.",0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2654,2654,2977,2986,2987,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"CARDINAL HEALTH, INC",CARDINAL HEALTH INC,226,"CARDINAL HEALTH, INC",721371,2002,6,6/30/02,2654,0,2002,"CARDINAL HEALTH, INC",721371,1,1,,"overstated its operating revenue and earnings by misclassifying over $5 billion of bulk inventory sales as operating revenue; selectively accelerating, without
disclosure, the payment of vendor invoices,  improperly adjusting reserve accounts etc.",0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2654,2654,2977,2986,2987,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"CARDINAL HEALTH, INC",CARDINAL HEALTH INC,226,"CARDINAL HEALTH, INC",721371,2003,6,6/30/03,2654,0,2003,"CARDINAL HEALTH, INC",721371,1,1,,"overstated its operating revenue and earnings by misclassifying over $5 billion of bulk inventory sales as operating revenue; selectively accelerating, without
disclosure, the payment of vendor invoices,  improperly adjusting reserve accounts etc.",0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2654,2654,2977,2986,2987,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Centuri, Inc.",CENTURI INC,240,"Centuri, Inc.",3905,1989,12,12/31/89,775,0,1989,"Centuri, Inc.",3905,1,1,,overstaed net income and A/R and understated it’s A/P and accrued liabilities,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,775,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Chancellor Corporation,CHANCELLOR CORP,244,Chancellor Corporation,724051,1998,12,12/31/98,1762,0,1998,Chancellor Corporation,724051,1,1,,premature consolidation of acquisition's revenues and assets and improper fee payment to related party,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1762,2230,2229,1764,1763,1762,2363,2902,2630,2671,2767,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Chancellor Corporation,CHANCELLOR CORP,244,Chancellor Corporation,724051,1999,12,12/31/99,1762,0,1999,Chancellor Corporation,724051,1,1,,premature consolidation of acquisition's revenues and assets and improper fee payment to related party,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1762,2230,2229,1764,1763,1762,2363,2902,2630,2671,2767,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Channel Industries, Ltd.",CHANNEL INDUSTRIES LTD,245,"Channel Industries, Ltd.",73377,1980,12,12/31/80,17,0,1980,"Channel Industries, Ltd.",73377,1,1,,improper revenue recognition and expense capitalization,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Channel Industries, Ltd.",CHANNEL INDUSTRIES LTD,245,"Channel Industries, Ltd.",73377,1981,12,12/31/81,17,1,1981,"Channel Industries, Ltd.",73377,1,1,,improper revenue recognition and expense capitalization,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Chronar Corporation,CHRONAR CORP,265,Chronar Corporation,352800,1982,3,3/31/83,78,0,1983,Chronar Corporation,352800,1,1,,improperly recognized revenues on two transactions,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,78,78,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Ciro Inc.,CIRO INC,268,Ciro Inc.,726602,1991,12,12/31/91,612,0,1991,Ciro Inc.,726602,1,1,,"improper revenue recognition, fictitious sales, failure to record expenses and understatment of COGS",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,612,664,649,631,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Ciro Inc.,CIRO INC,268,Ciro Inc.,726602,1992,12,12/31/92,612,0,1992,Ciro Inc.,726602,1,1,,"improper revenue recognition, fictitious sales, failure to record expenses and understatment of COGS",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,612,664,649,631,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Coated Sales, Inc.",COATED SALES INC,280,"Coated Sales, Inc.",729602,1985,2,2/28/86,282,0,1986,"Coated Sales, Inc.",729602,1,1,,"inflated sales, A/R and inventory",0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,282,405,404,399,392,391,383,289,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
"Coated Sales, Inc.",COATED SALES INC,280,"Coated Sales, Inc.",729602,1986,2,2/28/87,282,0,1987,"Coated Sales, Inc.",729602,1,1,,"inflated sales, A/R and inventory",0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,282,405,404,399,392,391,383,289,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
The Coca-Cola Company,COCA-COLA CO,1180,The Coca-Cola Company,21344,1997,12,12/31/97,2232,0,1997,The Coca-Cola Company,21344,1,1,,"Improper revenue recognition, Channel stuffing",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2232,2232,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
The Coca-Cola Company,COCA-COLA CO,1180,The Coca-Cola Company,21344,1998,12,12/31/98,2232,0,1998,The Coca-Cola Company,21344,1,1,,"Improper revenue recognition, Channel stuffing",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2232,2232,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
The Coca-Cola Company,COCA-COLA CO,1180,The Coca-Cola Company,21344,1999,12,12/31/99,2232,0,1999,The Coca-Cola Company,21344,1,1,,"Improper revenue recognition, Channel stuffing",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2232,2232,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CoElco Ltd.,COELCO LTD,281,CoElco Ltd.,746512,1983,5,5/31/84,209,0,1984,CoElco Ltd.,746512,1,1,,overvalued securities held,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,209,209,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CoElco Ltd.,COELCO LTD,281,CoElco Ltd.,746512,1984,5,5/31/85,209,0,1985,CoElco Ltd.,746512,1,1,,overvalued securities held,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,209,209,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Collins Industries, Inc.",COLLINS INDUSTRIES INC,285,"Collins Industries, Inc.",21759,1992,10,10/31/92,623,0,1992,"Collins Industries, Inc.",21759,1,1,,"improper revenue recognition, inflated Inventory and reduced COGS",0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,623,624,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Citigroup Inc.,CITIGROUP INC,270,Citigroup Inc.,831001,2001,12,12/31/01,2838,0,2001,Citigroup Inc.,831001,1,1,,overstated income by applying incorrect GAAP to Argentine crisis,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2838,2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,AVIS BUDGET GROUP INC,327,CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,723612,1995,1,1/31/96,1272,0,1996,CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,723612,1,1,,inflating sales though improper recognition and sales liablilites account and overstating merges and purchase reserves,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1272,2015,2014,1795,1794,1765,1372,1284,1276,1275,1274,1273,1272,2905,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,AVIS BUDGET GROUP INC,327,CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,723612,1996,1,1/31/97,1272,0,1997,CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,723612,1,1,,inflating sales though improper recognition and sales liablilites account and overstating merges and purchase reserves,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1272,2015,2014,1795,1794,1765,1372,1284,1276,1275,1274,1273,1272,2905,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,AVIS BUDGET GROUP INC,327,CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,723612,1997,12,12/31/97,1272,0,1997,CUC International Inc. a/k/a Cendant Corporation now AVIS Budget Group Inc.,723612,1,1,,inflating sales though improper recognition and sales liablilites account and overstating merges and purchase reserves,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1272,2015,2014,1795,1794,1765,1372,1284,1276,1275,1274,1273,1272,2905,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
"Computer Business Supplies, Inc.",COMPUTER BUSINESS SUPP INC,298,"Computer Business Supplies, Inc.",,1983,8,8/31/83,86,0,1983,"Computer Business Supplies, Inc.",,1,1,,improper accounting for bindery asset transaction,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Computer Associates International, Inc.",CA INC,297,"Computer Associates International, Inc.",356028,1999,3,3/31/00,1948,0,2000,"Computer Associates International, Inc.",356028,1,1,,fictitious sales,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1948,2133,2131,2130,2129,2106,1988,1948,2597,2515,2509,2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Computer Input Services, Inc.",COMPUTER INPUT SERVICES INC,300,"Computer Input Services, Inc.",23026,1981,7,7/31/81,119,0,1981,"Computer Input Services, Inc.",23026,1,1,,premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,119,191,172,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Computer Input Services, Inc.",COMPUTER INPUT SERVICES INC,300,"Computer Input Services, Inc.",23026,1982,7,7/31/82,119,0,1982,"Computer Input Services, Inc.",23026,1,1,,premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,119,191,172,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Computer Sciences Corporation,COMPUTER SCIENCES CORP,1372,Computer Sciences Corporation,23082,2009,3,3/31/10,3662,0,2010,"Aurum Mining, LLC",,0,0,negligent in soliciting investors for Aurum using materially false and misleading documents,negligent in soliciting investors for Aurum using materially false and misleading documents,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614,3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Computer Sciences Corporation,COMPUTER SCIENCES CORP,1372,Computer Sciences Corporation,23082,2010,3,3/31/11,3662,0,2011,"Aurum Mining, LLC",,0,0,negligent in soliciting investors for Aurum using materially false and misleading documents,negligent in soliciting investors for Aurum using materially false and misleading documents,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614,3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Computer Sciences Corporation,COMPUTER SCIENCES CORP,1372,Computer Sciences Corporation,23082,2011,3,3/31/12,3662,0,2012,"Aurum Mining, LLC",,0,0,negligent in soliciting investors for Aurum using materially false and misleading documents,negligent in soliciting investors for Aurum using materially false and misleading documents,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614,3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"The Computer Store, Inc.",COMPUTER STORE INC,1181,"The Computer Store, Inc.",729638,1984,12,12/31/84,162,0,1984,"The Computer Store, Inc.",729638,1,1,,"overstated inventory and prepaid advertising and inflated net income. 'Unrecorded payables, unreliabile sales, and failure to reconcile physical inventory. Overstated cash.",0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,162,251,166,165,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Comserv Corporation,COMSERV CORP,304,Comserv Corporation,,1981,12,12/31/81,58,0,1981,Comserv Corporation,,1,1,,backdated invoices to move income to prior period,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Comserv Corporation,COMSERV CORP,304,Comserv Corporation,,1982,12,12/31/82,58,0,1982,Comserv Corporation,,1,1,,backdated invoices to move income to prior period,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,1999,5,5/31/00,2628,0,2000,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,2000,5,5/31/01,2628,0,2001,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,2001,5,5/31/02,2628,0,2002,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,2002,5,5/31/03,2628,0,2003,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,2003,5,5/31/04,2628,0,2004,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,2004,5,5/31/05,2628,0,2005,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"ConAgra Foods, Inc.(United Agri Products)",CONAGRA BRANDS INC,306,"ConAgra Foods, Inc.(United Agri Products)",23217,2005,5,5/31/06,2628,0,2006,"ConAgra Foods, Inc.(United Agri Products)",23217,1,1,,"improperly recorded revenue from deferred delivery sales and associated rebates from suppliers/ failed to record bad, reducing various excess reserves not in conformity with GAAP; improperly reduced the balance in different reserve accounts to income or to offset current period operating expensesdebt expenses",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2628,2542,2629,2652,2628,2640,2669,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
CMS Energy Corp.,CMS ENERGY CORP,279,CMS Energy Corp.,811156,2000,12,12/31/00,1978,0,2000,CMS Energy Corp.,811156,1,1,,inflated revenues and expenses through round-trip transactions,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1978,1978,2840,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Convenient Food Mart, Inc.",CONVENIENT FOOD MART INC,311,"Convenient Food Mart, Inc.",722057,1987,12,12/31/87,421,1,1987,"Convenient Food Mart, Inc.",722057,1,1,,understated pre tax loss due to intercompany accounting,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,421,2241,465,421,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Corporate Capital Resources, Inc.",CORPORATE CAPITAL RES INC,315,"Corporate Capital Resources, Inc.",18621,1989,9,9/30/89,485,0,1989,"Corporate Capital Resources, Inc.",18621,1,1,,Overstated assets - fictitious ownership,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,485,1078,765,763,551,504,492,491,485,475,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
TruServ Corporation,TRUE VALUE CO,1234,TruServ Corporation,25095,1997,12,12/31/97,1727,0,1997,TruServ Corporation,25095,1,1,,Understated expenses for two years by failing to writedown inventory and recognized unbilled merchandise,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1727,1728,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TruServ Corporation,TRUE VALUE CO,1234,TruServ Corporation,25095,1998,12,12/31/98,1727,1,1998,TruServ Corporation,25095,1,1,,Understated expenses for two years by failing to writedown inventory and recognized unbilled merchandise,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1727,1728,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TruServ Corporation,TRUE VALUE CO,1234,TruServ Corporation,25095,1999,12,12/31/99,1727,1,1999,TruServ Corporation,25095,1,1,,Understated expenses for two years by failing to writedown inventory and recognized unbilled merchandise,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1727,1728,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"3CI, Incorporated, now known as Cordero Industries, Incorporated.",CORDERO INDUSTRIES INC,4,"3CI, Incorporated, now known as Cordero Industries, Incorporated.",718388,1984,3,3/31/85,271,0,1985,"3CI, Incorporated, now known as Cordero Industries, Incorporated.",718388,1,1,,fraudulently recorded revenues fictitious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,351,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"3CI, Incorporated, now known as Cordero Industries, Incorporated.",CORDERO INDUSTRIES INC,4,"3CI, Incorporated, now known as Cordero Industries, Incorporated.",718388,1985,3,3/31/86,271,0,1986,"3CI, Incorporated, now known as Cordero Industries, Incorporated.",718388,1,1,,fraudulently recorded revenues fictitious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,351,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"3CI, Incorporated, now known as Cordero Industries, Incorporated.",CORDERO INDUSTRIES INC,4,"3CI, Incorporated, now known as Cordero Industries, Incorporated.",718388,1986,3,3/31/87,271,0,1987,"3CI, Incorporated, now known as Cordero Industries, Incorporated.",718388,1,1,,fraudulently recorded revenues fictitious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,351,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Crazy Eddie, Inc.",CRAZY EDDIE INC,321,"Crazy Eddie, Inc.",746550,1985,2,2/28/86,247,0,1986,"Crazy Eddie, Inc.",746550,1,1,,fictitious sales and inflated inventory,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,247,881,328,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Crazy Eddie, Inc.",CRAZY EDDIE INC,321,"Crazy Eddie, Inc.",746550,1986,2,2/28/87,247,0,1987,"Crazy Eddie, Inc.",746550,1,1,,fictitious sales and inflated inventory,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,247,881,328,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Crazy Eddie, Inc.",CRAZY EDDIE INC,321,"Crazy Eddie, Inc.",746550,1987,2,2/29/88,247,0,1988,"Crazy Eddie, Inc.",746550,1,1,,fictitious sales and inflated inventory,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,247,881,328,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
